learner_id,archetype,event_index,question_id,concept_id,difficulty,difficulty_score,knowledge_before,fatigue_before,correct,guessed,total_response_time,reading_time,time_after_last_interaction,attempts,skip,option_changes,mouse_distance,mouse_speed,hover_time,typing_speed,backspaces,delete_frequency,pause_duration,question_number,session_duration,tab_switches
sim-00086,rapid,18,heaps-item-18,heaps,hard,8,0.540934,0.515383,False,False,67.272,19.624,3.528,1,False,3,949.075,28.153,47.648,63.323,3,2,3.426,18,1210.901,1
sim-00086,rapid,19,transport_protocols-item-19,transport_protocols,hard,9,0.473255,0.55205,False,False,66.096,18.632,4.005,2,False,3,344.368,11.789,47.464,63.323,3,2,4.412,19,1255.829,1
sim-00086,rapid,20,classes_and_objects-item-20,classes_and_objects,hard,10,0.416022,0.590755,False,False,86.448,21.654,4.721,2,True,3,561.411,4.073,64.794,63.323,4,3,3.887,20,1728.956,1
sim-00086,rapid,21,synchronization-item-21,synchronization,easy,1,0.367623,0.631497,True,False,41.554,15.851,4.025,1,False,3,463.689,23.378,25.703,63.323,4,0,4.499,21,872.635,1
sim-00086,rapid,22,divide_and_conquer-item-22,divide_and_conquer,easy,2,0.422138,0.653905,True,False,40.79,11.313,5.296,1,True,3,70.46,1.908,29.477,63.323,5,2,4.403,22,897.377,1
sim-00086,rapid,23,transactions_acid-item-23,transactions_acid,easy,3,0.468238,0.67835,False,False,43.113,12.54,3.596,2,True,3,233.78,12.015,30.573,63.323,3,2,5.343,23,991.607,1
sim-00086,rapid,24,distributed_databases-item-24,distributed_databases,medium,4,0.411779,0.704832,False,False,51.724,16.032,5.286,1,True,3,384.414,13.841,35.692,63.323,4,4,5.356,24,1241.379,1
sim-00086,rapid,25,indexing_optimization-item-25,indexing_optimization,medium,5,0.364035,0.733351,True,False,58.093,17.125,4.742,1,False,3,235.71,9.92,40.968,63.323,2,1,5.122,25,1452.326,0
sim-00086,rapid,26,graphs-item-26,graphs,medium,6,0.419104,0.763907,True,False,62.992,19.902,5.269,1,True,3,314.018,5.301,43.089,63.323,4,3,6.001,26,1637.781,1
sim-00086,rapid,27,routing-item-27,routing,medium,7,0.465673,0.796501,True,False,72.261,27.838,5.38,1,True,3,177.029,1.431,44.423,63.323,3,3,5.363,27,1951.035,1
sim-00086,rapid,28,processes_threads-item-28,processes_threads,hard,8,0.505053,0.831131,False,False,69.728,17.011,5.553,1,True,4,222.471,3.807,52.717,63.323,5,1,6.864,28,1952.39,1
sim-00086,rapid,29,complexity_analysis-item-29,complexity_analysis,hard,9,0.442912,0.867799,False,False,81.14,23.264,5.983,1,True,4,135.675,4.175,57.876,63.323,5,3,5.875,29,2353.046,1
sim-00086,rapid,30,inheritance_polymorphism-item-30,inheritance_polymorphism,hard,10,0.390363,0.906503,False,False,95.461,33.223,6.911,1,True,3,170.338,6.415,62.238,63.323,4,3,6.315,30,2863.826,1
sim-00087,careful,1,heaps-item-1,heaps,easy,1,0.51618,0.0,True,False,26.011,8.935,0,1,False,2,1148.749,47.609,17.076,32.987,2,2,0.017,1,26.011,1
sim-00087,careful,2,advanced_ds-item-2,advanced_ds,easy,2,0.55169,0.021452,True,False,27.381,6.919,0.73,1,False,2,546.946,41.634,20.462,32.987,3,2,0.557,2,54.762,0
sim-00087,careful,3,indexing_optimization-item-3,indexing_optimization,easy,3,0.58483,0.044855,True,False,33.398,11.79,0.821,1,False,1,1144.561,59.618,21.608,32.987,1,1,1.024,3,100.194,0
sim-00087,careful,4,congestion_control_net-item-4,congestion_control_net,medium,4,0.615758,0.070207,False,False,33.451,11.655,0.976,1,False,2,830.951,23.269,21.796,32.987,2,1,1.044,4,133.805,0
sim-00087,careful,5,stacks_and_queues-item-5,stacks_and_queues,medium,5,0.580144,0.09751,False,False,41.267,15.991,1.277,1,False,1,1706.903,58.32,25.276,32.987,1,1,0.803,5,206.333,0
sim-00087,careful,6,inheritance_polymorphism-item-6,inheritance_polymorphism,medium,6,0.546909,0.126763,True,False,50.548,17.71,1.478,1,False,2,1057.568,19.205,32.839,32.987,4,2,1.086,6,303.289,0
sim-00087,careful,7,sorting_searching-item-7,sorting_searching,medium,7,0.580368,0.157966,True,False,58.202,20.934,1.935,1,False,1,1019.568,29.388,37.268,32.987,1,0,1.1,7,407.413,1
sim-00087,careful,8,network_fundamentals-item-8,network_fundamentals,hard,8,0.611593,0.19112,False,False,50.558,12.876,1.535,1,False,2,2021.938,17.489,37.682,32.987,3,2,1.853,8,404.463,1
sim-00087,careful,9,sorting_searching-item-9,sorting_searching,hard,9,0.576258,0.226224,True,False,60.519,23.907,1.538,1,False,2,1305.344,61.811,36.613,32.987,1,2,1.958,9,544.674,1
sim-00087,careful,10,sql_basics-item-10,sql_basics,hard,10,0.607758,0.263277,False,False,74.028,20.137,2.459,1,False,2,800.867,39.38,53.891,32.987,4,0,2.822,10,740.281,1
sim-00087,careful,11,advanced_ds-item-11,advanced_ds,easy,1,0.572679,0.302282,True,False,27.302,10.192,2.217,1,False,3,841.317,36.366,17.111,32.987,4,4,2.881,11,300.326,0
sim-00087,careful,12,network_fundamentals-item-12,network_fundamentals,easy,2,0.604417,0.323734,True,False,28.327,7.417,1.851,1,False,2,598.71,10.849,20.91,32.987,3,1,2.937,12,339.926,0
sim-00087,careful,13,memory_management-item-13,memory_management,easy,3,0.634037,0.347136,False,False,39.218,9.724,3.303,1,False,2,599.643,17.817,29.495,32.987,3,2,3.085,13,509.837,1
sim-00087,careful,14,greedy_algorithms-item-14,greedy_algorithms,medium,4,0.597204,0.372489,False,True,50.479,16.099,2.494,1,False,3,987.733,28.082,34.379,32.987,5,4,3.296,14,706.703,0
sim-00087,careful,15,synchronization-item-15,synchronization,medium,5,0.562829,0.399792,True,False,53.52,14.664,2.817,1,False,3,1259.071,48.971,38.856,32.987,1,0,3.359,15,802.794,1
sim-00087,careful,16,advanced_ds-item-16,advanced_ds,medium,6,0.595225,0.429045,False,False,55.125,13.375,3.736,1,False,2,821.659,26.282,41.749,32.987,2,2,3.186,16,881.995,1
sim-00087,careful,17,network_fundamentals-item-17,network_fundamentals,medium,7,0.560983,0.460248,True,False,55.403,18.664,3.081,1,False,3,1022.383,18.318,36.739,32.987,6,3,3.64,17,941.855,1
sim-00087,careful,18,complexity_analysis-item-18,complexity_analysis,hard,8,0.593502,0.493401,False,False,60.644,18.508,3.202,1,False,3,767.533,16.022,42.136,32.987,3,2,2.644,18,1091.587,1
sim-00087,careful,19,ip_addressing-item-19,ip_addressing,hard,9,0.559375,0.528505,False,False,72.304,27.066,3.132,1,False,2,930.365,20.94,45.239,32.987,3,0,4.186,19,1373.783,0
sim-00087,careful,20,concurrency_control-item-20,concurrency_control,hard,10,0.527526,0.565559,False,False,77.584,19.775,4.684,1,False,3,840.591,16.887,57.809,32.987,2,3,4.312,20,1551.688,1
sim-00087,careful,21,sql_basics-item-21,sql_basics,easy,1,0.497803,0.604563,True,False,37.813,14.712,3.767,1,True,3,144.517,5.425,23.1,32.987,4,0,4.341,21,794.067,1
sim-00087,careful,22,normalization-item-22,normalization,easy,2,0.53454,0.626015,True,False,45.116,16.357,4.699,1,True,3,385.908,15.792,28.759,32.987,4,1,4.955,22,992.558,1
sim-00087,careful,23,trees_and_bst-item-23,trees_and_bst,easy,3,0.568824,0.649418,True,False,49.382,16.259,3.689,1,True,3,0,0,33.124,32.987,3,2,4.162,23,1135.797,1
sim-00087,careful,24,solid_principles-item-24,solid_principles,medium,4,0.60082,0.67477,True,False,54.98,20.412,5.755,1,False,3,279.263,7.893,34.568,32.987,5,3,4.996,24,1319.513,1
sim-00087,careful,25,inheritance_polymorphism-item-25,inheritance_polymorphism,medium,5,0.63068,0.702073,False,False,61.68,18.29,4.506,1,True,3,0,0,43.389,32.987,2,3,4.743,25,1541.989,1
sim-00087,careful,26,classes_and_objects-item-26,classes_and_objects,medium,6,0.594071,0.731326,True,False,66.861,19.039,4.734,1,True,4,76.496,1.786,47.822,32.987,4,4,5.245,26,1738.389,1
sim-00087,careful,27,memory_management-item-27,memory_management,medium,7,0.624382,0.76253,False,False,72.996,21.424,4.823,1,True,4,0,0,51.572,32.987,3,3,6.04,27,1970.892,1
sim-00087,careful,28,congestion_control_net-item-28,congestion_control_net,hard,8,0.588193,0.795683,False,False,78.457,26.617,5.795,1,True,3,171.158,1.314,51.839,32.987,4,3,5.377,28,2196.79,1
sim-00087,careful,29,arrays_and_lists-item-29,arrays_and_lists,hard,9,0.55442,0.830787,False,False,78.295,27.665,5.655,1,True,4,0,0,50.63,32.987,4,3,6.757,29,2270.544,1
sim-00087,careful,30,ip_addressing-item-30,ip_addressing,hard,10,0.522901,0.867841,False,False,79.9,22.175,6.355,1,True,4,212.262,2.897,57.725,32.987,5,3,6.755,30,2397.003,1
sim-00088,fatigable,1,advanced_algorithms-item-1,advanced_algorithms,easy,1,0.288156,0.0,True,False,20.361,7.059,0,1,False,2,421.874,30.17,13.302,45.547,3,3,0,1,20.361,0
sim-00088,fatigable,2,hash_tables-item-2,hash_tables,easy,2,0.284601,0.06283,True,False,30.956,11.933,1.468,1,False,2,594.406,25.744,19.022,45.547,2,1,0.186,2,61.911,1
sim-00088,fatigable,3,graph_algorithms-item-3,graph_algorithms,easy,3,0.281742,0.131371,True,False,41.533,13.066,1.732,1,False,2,645.186,5.744,28.467,45.547,1,1,1.945,3,124.599,1
sim-00088,fatigable,4,hash_tables-item-4,hash_tables,medium,4,0.279442,0.205625,False,False,44.145,11.436,1.763,2,False,3,1000.796,29.562,32.71,45.547,2,2,1.746,4,176.582,1
sim-00088,fatigable,5,normalization-item-5,normalization,medium,5,0.225976,0.28559,False,False,54.123,14.707,2.61,1,False,3,606.822,9.084,39.416,45.547,5,3,2.84,5,270.616,0
sim-00088,fatigable,6,complexity_analysis-item-6,complexity_analysis,medium,6,0.182971,0.371267,False,False,56.645,14.898,3.351,1,False,3,1135.862,8.134,41.746,45.547,4,1,2.586,6,339.867,0
sim-00088,fatigable,7,distributed_databases-item-7,distributed_databases,medium,7,0.148379,0.462656,False,False,63.984,19.218,3.218,1,True,3,170.139,1.894,44.766,45.547,5,0,3.372,7,447.891,1
sim-00088,fatigable,8,transport_protocols-item-8,transport_protocols,hard,8,0.120555,0.559756,False,False,70.537,21.751,3.368,2,True,4,46.385,0.46,48.786,45.547,3,3,3.774,8,564.296,1
sim-00088,fatigable,9,trees_and_bst-item-9,trees_and_bst,hard,9,0.098175,0.662569,False,False,76.817,27.9,4.144,1,True,4,0,0,48.917,45.547,6,3,6.4,9,691.354,1
sim-00088,fatigable,10,graph_algorithms-item-10,graph_algorithms,hard,10,0.080173,0.771093,False,False,96.723,37.053,5.143,2,True,3,0,0,59.671,45.547,6,2,5.855,10,967.234,1
sim-00088,fatigable,11,application_protocols-item-11,application_protocols,easy,1,0.065693,0.885329,True,False,48.398,12.816,5.498,1,True,4,0,0,35.582,45.547,5,4,6.203,11,532.379,1
sim-00088,fatigable,12,transactions_acid-item-12,transactions_acid,easy,2,0.105661,0.948159,False,True,53.054,15.778,6.029,1,True,5,0,0,37.276,45.547,5,5,7.858,12,636.645,1
sim-00088,fatigable,13,solid_principles-item-13,solid_principles,easy,3,0.086195,1.0,True,False,66.957,21.332,6.157,1,True,5,0,0,45.624,45.547,5,5,7.193,13,870.437,1
sim-00088,fatigable,14,advanced_algorithms-item-14,advanced_algorithms,medium,4,0.122152,1.0,False,False,64.67,16.131,5.891,2,True,4,0,0,48.539,45.547,4,2,7.228,14,905.376,1
sim-00088,fatigable,15,graph_algorithms-item-15,graph_algorithms,medium,5,0.099459,1.0,False,False,71.658,21.257,7.098,2,True,5,0,0,50.401,45.547,6,4,6.843,15,1074.872,1
sim-00088,fatigable,16,scheduling-item-16,scheduling,medium,6,0.081206,1.0,False,False,78.658,19.84,6.483,1,True,5,0,0,58.819,45.547,7,5,6.944,16,1258.534,1
sim-00088,fatigable,17,network_security-item-17,network_security,medium,7,0.066524,1.0,False,False,77.039,27.232,5.76,1,True,5,0,0,49.806,45.547,4,5,8.29,17,1309.656,1
sim-00088,fatigable,18,memory_management-item-18,memory_management,hard,8,0.054714,1.0,False,False,92.866,29.246,7.403,2,True,4,0,0,63.62,45.547,6,4,8.138,18,1671.587,1
sim-00088,fatigable,19,synchronization-item-19,synchronization,hard,9,0.045215,1.0,False,False,91.152,28.087,7.232,2,True,4,0,0,63.065,45.547,6,4,6.788,19,1731.88,1
sim-00088,fatigable,20,distributed_databases-item-20,distributed_databases,hard,10,0.037574,1.0,False,False,94.356,26.744,6.419,2,True,5,0,0,67.612,45.547,5,6,8.443,20,1887.118,1
sim-00088,fatigable,21,graphs-item-21,graphs,easy,1,0.031428,1.0,False,False,52.475,20.151,6.922,2,True,5,0,0,32.325,45.547,6,4,7.143,21,1101.982,1
sim-00088,fatigable,22,transactions_acid-item-22,transactions_acid,easy,2,0.026485,1.0,False,False,56.327,13.93,5.976,1,True,5,0,0,42.397,45.547,5,5,7.158,22,1239.197,1
sim-00088,fatigable,23,greedy_algorithms-item-23,greedy_algorithms,easy,3,0.022508,1.0,False,False,70.677,21.135,5.792,1,True,4,0,0,49.542,45.547,4,3,8.108,23,1625.57,1
sim-00088,fatigable,24,dynamic_programming-item-24,dynamic_programming,medium,4,0.01931,1.0,False,False,71.031,27.264,6.859,1,True,5,0,0,43.767,45.547,7,7,6.834,24,1704.744,1
sim-00088,fatigable,25,concurrency_control-item-25,concurrency_control,medium,5,0.016737,1.0,False,False,72.58,27.908,6.713,2,True,5,0,0,44.672,45.547,6,2,7.254,25,1814.512,1
sim-00088,fatigable,26,arrays_and_lists-item-26,arrays_and_lists,medium,6,0.014668,1.0,False,True,73.165,18.345,6.05,1,True,4,0,0,54.821,45.547,5,4,6.642,26,1902.302,1
sim-00088,fatigable,27,stacks_and_queues-item-27,stacks_and_queues,medium,7,0.013004,1.0,False,False,77.085,26.144,7.388,2,True,4,0,0,50.941,45.547,4,4,7.388,27,2081.289,1
sim-00088,fatigable,28,sql_basics-item-28,sql_basics,hard,8,0.011665,1.0,False,False,92.65,24.534,6.537,1,True,4,0,0,68.117,45.547,4,4,6.213,28,2594.212,1
sim-00088,fatigable,29,trees_and_bst-item-29,trees_and_bst,hard,9,0.010588,1.0,False,False,93.359,36.172,6.802,1,True,4,0,0,57.187,45.547,5,2,7.584,29,2707.406,1
sim-00088,fatigable,30,hash_tables-item-30,hash_tables,hard,10,0.009722,1.0,False,False,96.965,26.113,6.492,1,True,5,0,0,70.852,45.547,4,4,7.63,30,2908.947,1
sim-00089,steady,1,stacks_and_queues-item-1,stacks_and_queues,easy,1,0.28248,0.0,True,False,16.743,5.906,0,1,False,2,391.558,47.114,10.836,44.809,3,2,0.277,1,16.743,1
sim-00089,steady,2,deadlocks-item-2,deadlocks,easy,2,0.346376,0.034439,False,False,16.238,5.678,0.687,1,False,1,342.333,55.386,10.56,44.809,2,1,0.862,2,32.476,1
sim-00089,steady,3,network_fundamentals-item-3,network_fundamentals,easy,3,0.32823,0.072008,True,False,30.656,9.693,0,1,False,1,505.41,42.031,20.963,44.809,2,0,1.037,3,91.968,1
sim-00089,steady,4,network_fundamentals-item-4,network_fundamentals,medium,4,0.388456,0.112708,False,False,38.773,13.542,1.667,1,False,2,1104.574,10.784,25.231,44.809,4,1,0.821,4,155.092,1
sim-00089,steady,5,sorting_searching-item-5,sorting_searching,medium,5,0.366935,0.156539,True,False,45.53,13.105,1.753,1,False,2,1435.97,62.394,32.425,44.809,2,2,2.372,5,227.651,1
sim-00089,steady,6,trees_and_bst-item-6,trees_and_bst,medium,6,0.424056,0.203501,True,False,45.029,11.977,1.574,1,False,2,779.002,26.002,33.052,44.809,1,0,1.18,6,270.174,1
sim-00089,steady,7,scheduling-item-7,scheduling,medium,7,0.476595,0.253593,False,False,58.21,19.018,1.428,1,False,2,687.472,23.018,39.191,44.809,2,2,1.987,7,407.468,1
sim-00089,steady,8,advanced_algorithms-item-8,advanced_algorithms,hard,8,0.448004,0.306817,False,False,58.253,19.313,2.753,1,False,3,1043.473,36.908,38.941,44.809,2,3,2.162,8,466.025,1
sim-00089,steady,9,congestion_control_net-item-9,congestion_control_net,hard,9,0.421706,0.363171,False,False,77.169,21.129,2.841,1,True,2,488.124,4.837,56.041,44.809,4,0,2.745,9,694.525,1
sim-00089,steady,10,solid_principles-item-10,solid_principles,hard,10,0.397517,0.422656,True,False,76.116,27.565,3.017,1,False,3,645.468,20.517,48.551,44.809,2,2,2.417,10,761.163,1
sim-00089,steady,11,design_patterns-item-11,design_patterns,easy,1,0.452185,0.485271,True,False,27.115,9.519,3.623,1,False,3,216.663,17.712,17.597,44.809,3,3,3.08,11,298.267,1
sim-00089,steady,12,network_security-item-12,network_security,easy,2,0.502468,0.51971,True,False,38.075,10.731,3.532,1,True,3,76.742,3.354,27.344,44.809,4,2,3.88,12,456.899,1
sim-00089,steady,13,complexity_analysis-item-13,complexity_analysis,easy,3,0.548718,0.557279,True,False,43.13,13.252,4.089,1,True,3,165.625,14.937,29.878,44.809,3,3,4.645,13,560.692,1
sim-00089,steady,14,sorting_searching-item-14,sorting_searching,medium,4,0.591257,0.597979,True,False,48.305,15.181,4.376,1,True,3,92.422,1.736,33.124,44.809,4,1,4.04,14,676.272,1
sim-00089,steady,15,network_security-item-15,network_security,medium,5,0.630385,0.64181,True,False,56.123,17.414,4.667,1,True,4,49.071,1.533,38.709,44.809,6,5,5.191,15,841.844,1
sim-00089,steady,16,divide_and_conquer-item-16,divide_and_conquer,medium,6,0.666373,0.688772,False,False,64.471,23.236,5.136,1,True,4,77.455,4.464,41.235,44.809,5,3,6.022,16,1031.544,1
sim-00089,steady,17,indexing_optimization-item-17,indexing_optimization,medium,7,0.622558,0.738864,False,False,68.684,24.655,5.373,1,True,3,0,0,44.03,44.809,4,2,5.95,17,1167.632,1
sim-00089,steady,18,solid_principles-item-18,solid_principles,hard,8,0.582258,0.792088,False,True,72.706,22.701,4.982,1,True,4,0,0,50.005,44.809,4,4,6.095,18,1308.705,1
sim-00089,steady,19,classes_and_objects-item-19,classes_and_objects,hard,9,0.545191,0.848442,False,False,85.908,32.788,5.119,1,True,3,0,0,53.12,44.809,3,2,7.035,19,1632.258,1
sim-00089,steady,20,trees_and_bst-item-20,trees_and_bst,hard,10,0.511097,0.907927,False,False,91.436,23.239,5.723,1,True,4,0,0,68.198,44.809,4,4,6.299,20,1828.726,1
sim-00089,steady,21,scheduling-item-21,scheduling,easy,1,0.479737,0.970542,False,False,45.672,14.392,5.361,2,True,4,0,0,31.28,44.809,7,5,7.968,21,959.105,1
sim-00089,steady,22,distributed_databases-item-22,distributed_databases,easy,2,0.450894,1.0,True,False,55.591,13.855,6.823,1,True,4,0,0,41.736,44.809,4,4,6.938,22,1223.003,1
sim-00089,steady,23,deadlocks-item-23,deadlocks,easy,3,0.50128,1.0,True,False,54.154,19.173,6.968,1,True,4,0,0,34.982,44.809,5,3,8.059,23,1245.546,1
sim-00089,steady,24,network_fundamentals-item-24,network_fundamentals,medium,4,0.547625,1.0,True,False,63.35,21.726,6.503,1,True,4,0,0,41.624,44.809,3,5,7.808,24,1520.401,1
sim-00089,steady,25,advanced_algorithms-item-25,advanced_algorithms,medium,5,0.590252,1.0,True,False,64.401,19.669,6.618,1,True,5,0,0,44.733,44.809,5,6,6.552,25,1610.037,1
sim-00089,steady,26,heaps-item-26,heaps,medium,6,0.62946,1.0,False,False,67.728,22.204,6.456,1,True,5,0,0,45.524,44.809,5,5,7.229,26,1760.924,1
sim-00089,steady,27,complexity_analysis-item-27,complexity_analysis,medium,7,0.588606,1.0,False,True,77.061,20.344,5.262,2,True,5,0,0,56.717,44.809,6,6,7.944,27,2080.654,1
sim-00089,steady,28,scheduling-item-28,scheduling,hard,8,0.55103,1.0,False,False,89.126,30.287,6.307,1,True,4,0,0,58.839,44.809,5,4,8.155,28,2495.533,1
sim-00089,steady,29,inheritance_polymorphism-item-29,inheritance_polymorphism,hard,9,0.516467,1.0,False,False,90.552,21.789,6.396,1,True,5,0,0,68.764,44.809,5,3,6.948,29,2626.013,1
sim-00089,steady,30,memory_management-item-30,memory_management,hard,10,0.484677,1.0,False,False,96.986,33.308,6.323,1,True,4,0,0,63.678,44.809,3,3,6.962,30,2909.587,1
sim-00090,rapid,1,deadlocks-item-1,deadlocks,easy,1,0.362919,0.0,True,False,17.9,6.847,0.664,1,False,1,378.227,76.215,11.053,54.276,1,0,0.582,1,17.9,0
sim-00090,rapid,2,complexity_analysis-item-2,complexity_analysis,easy,2,0.457656,0.032622,True,False,20.365,5.492,0.661,1,False,1,510.875,33.352,14.873,54.276,0,0,0.883,2,40.73,1
sim-00090,rapid,3,trees_and_bst-item-3,trees_and_bst,easy,3,0.545261,0.068209,True,False,29.01,7.529,1.596,1,False,1,659.862,39.72,21.481,54.276,1,1,1.413,3,87.03,0
sim-00090,rapid,4,normalization-item-4,normalization,medium,4,0.626271,0.106762,True,False,36.9,11.339,0.39,1,False,1,1084.13,54.22,25.561,54.276,1,1,1.588,4,147.598,0
sim-00090,rapid,5,trees_and_bst-item-5,trees_and_bst,medium,5,0.701183,0.148281,True,False,36.374,13.73,1.44,1,False,1,1153.856,59.931,22.644,54.276,0,1,1.779,5,181.872,1
sim-00090,rapid,6,memory_management-item-6,memory_management,medium,6,0.770455,0.192766,False,False,43.908,17.412,2.148,1,False,1,1493.68,63.486,26.497,54.276,4,0,2.576,6,263.449,1
sim-00090,rapid,7,dynamic_programming-item-7,dynamic_programming,medium,7,0.73097,0.240216,True,False,57.357,14.039,1.832,1,False,2,1237.47,24.772,43.319,54.276,3,3,1.886,7,401.502,0
sim-00090,rapid,8,hash_tables-item-8,hash_tables,hard,8,0.798,0.290631,False,False,62.485,22.145,1.856,2,False,1,983.921,43.343,40.34,54.276,3,0,2.329,8,499.882,0
sim-00090,rapid,9,routing-item-9,routing,hard,9,0.756441,0.344012,False,True,67.688,17.819,3.237,2,False,2,1429.696,28.268,49.869,54.276,2,0,3.096,9,609.192,1
sim-00090,rapid,10,advanced_ds-item-10,advanced_ds,hard,10,0.718011,0.400359,False,False,69.295,21.606,2.948,2,False,2,1701.301,34.092,47.689,54.276,2,0,3.18,10,692.947,1
sim-00090,rapid,11,trees_and_bst-item-11,trees_and_bst,easy,1,0.682473,0.459672,True,False,30.567,12.164,3.195,1,False,2,384.755,24.879,18.404,54.276,3,0,3.918,11,336.24,1
sim-00090,rapid,12,indexing_optimization-item-12,indexing_optimization,easy,2,0.753154,0.492294,True,False,34.094,12.547,3.287,1,False,2,222.359,27.12,21.547,54.276,1,2,4.457,12,409.125,0
sim-00090,rapid,13,deadlocks-item-13,deadlocks,easy,3,0.818514,0.527881,True,False,45.374,12.975,3.84,1,False,2,408.621,17.88,32.398,54.276,3,0,4.879,13,589.857,1
sim-00090,rapid,14,sql_basics-item-14,sql_basics,medium,4,0.878954,0.566434,False,False,50.49,14.015,3.671,2,False,3,680.462,17.297,36.475,54.276,4,3,3.946,14,706.861,0
sim-00090,rapid,15,sorting_searching-item-15,sorting_searching,medium,5,0.831301,0.607953,True,False,51.01,17.528,4.124,1,False,2,395.411,9.89,33.482,54.276,1,2,5.764,15,765.156,1
sim-00090,rapid,16,classes_and_objects-item-16,classes_and_objects,medium,6,0.890778,0.652437,True,False,60.095,15.732,4.782,1,True,3,596.201,10.348,44.363,54.276,3,2,4.229,16,961.521,0
sim-00090,rapid,17,dynamic_programming-item-17,dynamic_programming,medium,7,0.945778,0.699887,False,False,67.961,24.024,4.383,1,True,3,54.888,0.898,43.936,54.276,2,3,5.329,17,1155.332,1
sim-00090,rapid,18,inheritance_polymorphism-item-18,inheritance_polymorphism,hard,8,0.893094,0.750303,False,False,69.883,26.806,5.229,1,True,3,532.013,10.078,43.078,54.276,4,2,5.874,18,1257.902,1
sim-00090,rapid,19,classes_and_objects-item-19,classes_and_objects,hard,9,0.844377,0.803684,False,False,75.92,24.274,5.676,1,True,3,0,0,51.646,54.276,5,4,6.078,19,1442.482,1
sim-00090,rapid,20,concurrency_control-item-20,concurrency_control,hard,10,0.799327,0.860031,False,False,83.361,27.873,6.771,2,True,3,0,0,55.487,54.276,4,3,6.91,20,1667.211,1
sim-00090,rapid,21,application_protocols-item-21,application_protocols,easy,1,0.757668,0.919343,True,False,45.251,15.526,6.464,1,True,4,0,0,29.725,54.276,5,5,7.714,21,950.266,1
sim-00090,rapid,22,synchronization-item-22,synchronization,easy,2,0.822688,0.951965,True,False,45.953,15.094,6.409,1,True,4,0,0,30.859,54.276,5,3,7.589,22,1010.966,1
sim-00090,rapid,23,advanced_ds-item-23,advanced_ds,easy,3,0.882814,0.987553,True,False,53.984,19.625,6.339,1,True,4,0,0,34.359,54.276,6,3,7.631,23,1241.637,1
sim-00090,rapid,24,classes_and_objects-item-24,classes_and_objects,medium,4,0.938413,1.0,True,False,62.17,17.171,7.184,1,True,4,0,0,45.0,54.276,6,5,7.698,24,1492.087,1
sim-00090,rapid,25,stacks_and_queues-item-25,stacks_and_queues,medium,5,0.989827,1.0,True,False,57.672,21.245,6.039,1,True,4,0,0,36.427,54.276,7,3,7.296,25,1441.799,1
sim-00090,rapid,26,routing-item-26,routing,medium,6,1.0,1.0,True,False,73.982,22.768,6.838,1,True,4,0,0,51.213,54.276,5,4,7.015,26,1923.519,1
sim-00090,rapid,27,hash_tables-item-27,hash_tables,medium,7,1.0,1.0,True,False,71.337,20.959,6.122,1,True,4,0,0,50.377,54.276,5,4,8.184,27,1926.095,1
sim-00090,rapid,28,memory_management-item-28,memory_management,hard,8,1.0,1.0,False,False,76.847,24.215,7.124,1,True,4,0,0,52.632,54.276,5,3,7.511,28,2151.704,1
sim-00090,rapid,29,sql_basics-item-29,sql_basics,hard,9,0.943235,1.0,False,False,78.921,27.419,6.48,1,True,3,0,0,51.502,54.276,3,4,7.38,29,2288.704,1
sim-00090,rapid,30,sql_basics-item-30,sql_basics,hard,10,0.890742,1.0,False,False,89.156,25.755,7.296,2,True,4,0,0,63.401,54.276,4,4,8.08,30,2674.676,1
sim-00091,careful,1,design_patterns-item-1,design_patterns,easy,1,0.320184,0.0,False,False,21.587,6.373,0.271,1,False,2,495.914,53.752,15.214,25.153,3,3,1.56,1,21.587,0
sim-00091,careful,2,network_security-item-2,network_security,easy,2,0.289277,0.029192,False,False,17.068,5.727,0.059,1,False,1,280.764,63.44,11.341,25.153,3,1,0,2,34.136,0
sim-00091,careful,3,inheritance_polymorphism-item-3,inheritance_polymorphism,easy,3,0.262062,0.061037,False,False,38.615,10.455,0.909,1,False,1,608.032,23.341,28.16,25.153,2,1,0.938,3,115.844,1
sim-00091,careful,4,distributed_databases-item-4,distributed_databases,medium,4,0.2381,0.095536,True,False,32.4,9.836,0.637,1,False,1,748.592,26.601,22.564,25.153,0,0,0.997,4,129.6,1
sim-00091,careful,5,advanced_algorithms-item-5,advanced_algorithms,medium,5,0.287071,0.132689,True,False,42.502,13.5,1.381,1,False,1,535.094,49.746,29.002,25.153,1,0,2.277,5,212.509,0
sim-00091,careful,6,transport_protocols-item-6,transport_protocols,medium,6,0.330188,0.172495,False,False,46.833,18.033,1.092,2,False,2,1064.408,25.062,28.8,25.153,4,3,2.646,6,281.001,0
sim-00091,careful,7,memory_management-item-7,memory_management,medium,7,0.298085,0.214956,True,False,55.506,16.632,2.908,1,False,2,1205.554,32.867,38.874,25.153,3,0,1.19,7,388.539,0
sim-00091,careful,8,transactions_acid-item-8,transactions_acid,hard,8,0.339887,0.26007,True,False,70.853,26.249,1.743,1,False,2,684.239,17.18,44.604,25.153,3,3,2.786,8,566.825,0
sim-00091,careful,9,classes_and_objects-item-9,classes_and_objects,hard,9,0.376693,0.307838,False,False,65.56,16.838,2.094,1,False,3,1456.143,23.173,48.723,25.153,3,1,2.389,9,590.044,1
